Mushroom_type,UV_exposure_time,UV_intensity,Temperature,Humidity,Extraction_method,Vitamin_D3_yield
Portobello,153.8968895948681,8.065148894533511,20.49407630095784,86.09652133144414,Water,108.64883200882558
Portobello,31.67307259643701,9.02876220046211,31.139309817679873,63.75830746230742,Supercritical CO2,64.28154474664831
Portobello,77.53883939526244,9.598012178535354,24.193297408053226,79.32000428890493,Supercritical CO2,84.99070800226272
Shiitake,145.54021218252413,8.082130476297657,25.931542840645896,76.34645419759067,Water,108.03371828692414
Portobello,35.485962649291544,3.8386620617321148,23.656320044189385,87.26219657237924,Supercritical CO2,52.596334736436646
Shiitake,48.97273718954905,7.193212354778879,15.877998852860102,82.83924069196564,Supercritical CO2,67.27054292292404
Button,132.78293662682125,4.938428116498527,18.31499559640312,72.66421035621852,Supercritical CO2,85.71010190383888
Shiitake,132.40621121283266,3.2920355984144605,23.910832774837818,76.28121992936428,Water,66.32100279096943
Button,118.99509759050054,8.567844214833304,19.183709308158555,85.9354586633614,Supercritical CO2,103.46081405941776
Portobello,127.971235559407,1.345837140660925,15.999580573193574,65.9807513834774,Ethanol,49.410984591589504
Portobello,102.26315536909135,9.115857929218812,31.872993281036475,63.07178823431109,Ethanol,95.60140808604767
Button,52.80584001418197,5.153297181622607,34.62385058328232,50.432443345407854,Water,53.408833326439435
Oyster,68.76831889566631,6.7348132912745236,30.86285747993479,83.06204296765857,Ethanol,66.96170296766121
Button,40.87161185624237,6.934185299852045,32.07569843409334,82.03922801613459,Water,54.97779282222548
Oyster,164.43659542671682,9.056059666358827,19.839542606340906,54.178180724006054,Ethanol,123.27795157838992
Shiitake,109.17660511024047,6.730027139504866,34.212539510263994,73.07429524530801,Ethanol,79.31582884134018
Shiitake,78.14474084981879,6.525402262840556,18.93851408906857,68.55926792667549,Ethanol,69.38063544993975
Shiitake,88.54098661950256,1.5998683650462096,34.028596207236646,54.74836382036446,Water,46.802013551358456
Portobello,171.0381677340086,5.6656721975068365,34.89638587931902,89.22272908242894,Water,91.84119649148388
Shiitake,36.069738529733634,2.3515210073533748,29.234456114920974,58.58783549853422,Supercritical CO2,53.13617851211214
Oyster,109.65907144285553,7.6369039184933705,34.62287463583644,52.689367203622446,Water,78.7802355941111
Shiitake,96.00107541035922,5.60999728731407,26.390795591342073,73.79389518007639,Ethanol,74.16710882756225
Button,113.94722002389013,7.12205001287518,20.190835663521806,79.55466708532131,Ethanol,85.6107249847644
Button,13.078731249542887,1.3750561054214585,23.739917713312416,51.29773784188748,Water,40.91615089006715
Portobello,158.26106452050576,1.7631281444122289,26.87121870757572,76.34870554908089,Water,60.23206349374814
Button,168.46010802221411,7.4469104925641405,16.4616312405403,71.29167503805817,Water,109.46250620614605
Oyster,106.07264121016551,1.6487590239880603,27.446865292344924,54.13060035500194,Supercritical CO2,54.01100102514468
Shiitake,128.43064005907166,1.6413105498873275,34.62355673524589,56.90095507785448,Ethanol,52.69964101491376
Portobello,166.82489480014027,1.108976277113987,18.802152995674554,72.71897189264322,Supercritical CO2,58.84385708391224
Shiitake,130.23056783327775,9.60851258469532,30.851902325767668,61.85430454053154,Supercritical CO2,115.94595800163344
Shiitake,35.93163729542443,7.637575235131062,33.157975875592385,87.53262914605264,Ethanol,63.31427413516471
Oyster,107.96902122835824,4.179262676518578,33.874031856404414,82.74960917936204,Ethanol,71.350789466723
Button,113.1415578850855,3.668820231588897,34.202712088108946,89.34268826054652,Water,60.542039759764265
Button,82.10221412140562,4.147329067712646,25.42919277442944,60.38683355801656,Water,57.654226977654844
Shiitake,135.1955200562029,7.971881780630636,34.54615815983007,88.78894531191908,Supercritical CO2,99.43554002481977
Portobello,168.84239251073254,6.95233549963373,30.146204142688777,67.24935479166231,Water,101.26640317463705
Button,167.34664719415198,2.6667601108072114,18.233428724739237,63.90075181255018,Water,66.12310515213035
Portobello,86.64269313870246,2.5669840180067593,24.5380021293594,52.01398107877413,Ethanol,59.16199638344623
Button,29.250467792928394,1.8855608474205758,29.36662350744008,52.110610314384104,Ethanol,50.453041241387496
Portobello,177.42300382359687,6.942724477312043,19.946806316381668,77.68045023786618,Water,110.98654427566206
Oyster,152.6126746958088,7.8793539599956235,27.812303670977748,68.31715977736111,Ethanol,106.54096060190682
Portobello,31.192655804555365,3.385417854925036,28.332009580932386,59.06086504144423,Water,50.9649222637796
Oyster,166.5431200449533,1.1885046492782152,18.25399487617132,74.55881225300931,Ethanol,55.913166512631804
Oyster,157.8823815505618,1.739545007287846,26.301706249055126,60.11432473000445,Ethanol,55.97358393188591
Portobello,98.20246971143226,9.710740313605275,30.43253821957215,73.1052701737769,Ethanol,97.68787930103348
Oyster,110.51682407663797,3.659002997296782,24.97791329071884,64.36834987930762,Ethanol,63.18438901618202
Shiitake,77.83045965792215,7.923008330543203,15.24206233552215,82.94208906447275,Water,73.40859577433318
Oyster,19.309478599745326,6.621972119688374,15.180769381585844,82.82784643067117,Supercritical CO2,53.175795668023916
Button,66.98353107980316,4.437456756876063,22.140586879400246,69.09401592489606,Ethanol,64.75658076346232
Portobello,146.48508626166193,2.851185359759996,33.52388136863564,64.03276437340062,Water,66.79464986031475
Shiitake,10.787443910782486,2.092477763434658,19.573535592072176,64.50239186236378,Water,43.4421097351878
Portobello,66.6948591874945,6.5351167123498,27.687273777433745,82.22858102672872,Ethanol,72.65730625107327
Button,77.68867791046036,7.971704025740092,19.44151741386641,63.127179311904484,Supercritical CO2,77.86261601425227
Button,101.35725249944689,6.795138281870176,21.433399793190972,58.36237494827384,Ethanol,79.50258585768633
Button,166.37545479016927,5.772719199242425,31.96084179202968,53.38753367501227,Water,91.88137857502988
Oyster,68.87881904221342,1.3775610108847265,29.57722884539894,68.66772483537633,Supercritical CO2,57.03381738512036
Oyster,68.98204432235872,9.716398998349455,16.907985546264214,69.28528395679368,Water,82.81599049625319
Portobello,135.37521217865722,8.18842772489117,23.57404041972867,83.63634841611628,Ethanol,100.52205971819174
Portobello,86.87704995126721,3.6353983303086825,15.583395272905289,58.84954785784256,Supercritical CO2,64.35974140558496
Shiitake,48.18281989979693,9.819732964229656,24.61780293206018,65.23965094673599,Water,70.68721139570187
Shiitake,86.91471774255788,6.416934306726899,28.24868023402136,82.33622955574764,Water,77.5954362656296
Portobello,33.94569346456598,6.241803923865218,17.37005247196303,82.94494442995894,Water,51.279766405318554
Oyster,39.98578770605796,7.732658614865789,20.777698778183314,65.38444303915072,Ethanol,64.78800216602666
Button,94.72252136571156,8.305928092811238,22.95673251004314,68.36496093146724,Supercritical CO2,91.08062066366288
Portobello,81.21732641577314,6.9083074659835235,33.39062049312099,62.13143563397132,Ethanol,70.70947279900234
Shiitake,165.523803181577,2.1528617172958002,34.865100308459276,87.30219513677248,Ethanol,62.14187298012055
Oyster,71.60696284982762,4.044407553950485,15.898225979912317,54.74575062966321,Ethanol,56.03677096386905
Portobello,108.70001954726739,9.352752762934447,30.22015846990784,87.3499769200588,Supercritical CO2,100.58931151048718
Portobello,117.48492894632017,3.0215405065946674,22.434481328046864,77.35465807341373,Ethanol,70.39869247816311
Oyster,12.226057620016718,4.34950321453762,22.8491637245896,71.26288610746926,Ethanol,51.95924002896199
Portobello,122.8013532428408,4.888691946497763,30.085299466940455,51.30636243137984,Ethanol,75.06980616032482
Oyster,40.26611436785774,4.95464490725007,33.368528642908174,69.02384767288034,Ethanol,56.45690433722347
Button,173.38195396980737,6.5164562424507295,34.018571890050964,66.3099242001093,Water,95.55986415120414
Oyster,35.27266371802921,9.487682539702368,26.542451720766415,56.4487524790049,Ethanol,59.88839233264894
Oyster,80.48610103359404,3.1662344064925447,22.142423186010056,76.25638414002628,Water,59.55336053896862
Oyster,24.509443573369456,2.0935123867082623,30.750981717175584,88.84603629473143,Ethanol,46.173392248956894
Portobello,179.46862281381104,2.777234408739436,20.020027665246005,72.487552442581,Supercritical CO2,72.74247649408171
Portobello,95.37315175631124,8.982324101883425,26.281480576670354,78.59013105775783,Water,89.77248601929671
Oyster,111.21545294440745,6.812297313896854,22.17156923049746,52.73801810264067,Water,78.80880889200631
Portobello,21.403001156032673,3.573161103152441,28.132621474157524,66.70667983267978,Water,46.80644451709598
Shiitake,137.49327996786022,8.343522450717554,19.80797825787014,54.65433940657984,Water,99.37202894481263
Shiitake,45.68395082624958,8.752329967270924,18.831858914696515,74.51183342146041,Supercritical CO2,67.37681753151855
Portobello,162.66922920492135,8.618629048212503,33.36478173350874,87.53928632856619,Ethanol,119.35945274878185
Portobello,44.87373888194122,9.27033880275599,17.036073658990738,76.47110929886554,Water,69.7933593562165
Oyster,42.416912512823316,3.270169181560254,25.11915815469863,53.07212193257686,Supercritical CO2,57.590406801329756
Button,16.21344353417613,7.795377358716505,19.41705565926018,64.18664819940331,Water,46.54408014520054
Portobello,90.25138066869987,5.14485547546726,15.77859926651335,72.02653517763406,Ethanol,72.61417486026977
Shiitake,106.0229926546448,8.577986976010553,15.720376365828528,66.12831024533008,Water,91.99454074736505
Oyster,21.170468702819903,7.5564160944545185,18.504435442116545,83.3457604190069,Supercritical CO2,60.058468247633655
Portobello,141.8396948381518,7.9880270184975215,32.33540709012,82.58684018839958,Ethanol,99.07263443960649
Shiitake,87.05910190716469,6.905456539129643,20.649574879540534,74.47324080412886,Supercritical CO2,83.0877424231448
Shiitake,99.14634578568861,2.596858925227362,34.009183411505916,64.9383178053082,Ethanol,61.501610142966044
Button,84.92966697949879,5.905242270072445,26.63244585978387,60.213454950529766,Ethanol,72.40300421589308
Oyster,78.12972034880542,9.862027655720574,23.732283795375324,54.23497272852517,Ethanol,85.4566265772802
Oyster,105.13885632239705,9.43649259847407,26.60177669338909,64.19590733946217,Water,94.54938522905519
Button,36.390841808221126,1.388563622173105,25.333967704525357,66.52690068830879,Supercritical CO2,54.018812980902275
Button,40.92778218419609,2.483333341564934,30.175525075146503,77.03291700416294,Supercritical CO2,51.466393964856785
Oyster,156.50355557229796,2.1855589610910573,20.649921319457043,76.32639297190295,Supercritical CO2,69.92171543737177
Oyster,170.83962856271756,7.53381918986766,22.061007832006048,52.804325585650275,Ethanol,104.8473831984267
Portobello,73.462583767558,8.360067968712507,32.88188605066502,65.81037261724632,Water,73.85526432435306
Portobello,56.02659443440414,2.9216022967960473,33.929130263008105,57.27115468869448,Ethanol,49.886414184571336
Button,119.47992235063268,5.552674236566461,32.85116454972949,56.27250821267223,Supercritical CO2,80.5250861108987
Portobello,79.48480908667639,8.5663272521008,23.38895987914627,83.09208598948985,Water,76.27707843143924
Shiitake,14.315680462258626,7.595213902896255,30.607310060137635,51.6766086686503,Water,49.0060954992403
Portobello,36.54594155225236,5.880134849426635,24.526714666021974,66.76731503608485,Water,59.90634600263367
Portobello,131.71527890405758,6.313129214128956,24.950797042922044,56.72814623066073,Supercritical CO2,87.54119161625778
Shiitake,122.01707012472573,5.57524492224652,19.093602181145677,85.17320862713896,Water,74.25032233444847
Button,14.606318725592192,3.677936061869385,26.82260606517033,72.28162053100141,Water,46.050752433123456
Shiitake,47.735267528601405,6.085197935731145,18.72271795506696,59.25522545507392,Ethanol,63.263063667850844
Portobello,49.282715419972135,7.199967718450816,21.631293981343873,70.09709148665506,Ethanol,66.03239711436761
Button,124.22176641178383,8.859906242747268,32.10060403239871,79.25945438812462,Water,99.72019805857332
Portobello,13.350791418241906,6.726622185813232,19.141516184217103,88.32472035677735,Water,44.13491546253874
Shiitake,27.698458937377552,7.850093833388422,16.423165703468655,58.81784016981676,Ethanol,56.55785289750707
Shiitake,145.9857345134422,2.4406447145911567,16.380151852256326,85.44727088517381,Ethanol,66.81955286489006
Portobello,40.35259254923672,5.154017269778109,33.81569041006216,87.37216456669961,Ethanol,58.561616600830234
Oyster,120.9668383348187,1.0839845784438396,25.138408759236693,86.65682178128264,Supercritical CO2,58.44396946868311
Oyster,50.49107277794351,3.220109780694607,23.188241436340366,75.41657427447639,Supercritical CO2,56.25528460702452
Shiitake,26.905036769088678,7.5381554360170435,31.217571620158367,75.19282617738831,Ethanol,54.360851009092165
Shiitake,51.33927246990719,9.926289562144271,31.71651855821032,66.12842532735291,Water,65.18424359141176
Oyster,132.78537841546205,1.8926028962849433,21.64382066231209,80.09591529215152,Ethanol,58.114254893857805
Oyster,155.46839957806858,4.613448842751595,28.872361149475907,71.25176073403728,Supercritical CO2,83.30753387946261
Portobello,151.13737697638857,8.200638718292435,30.42245631703773,77.09752284913178,Water,105.52539020827325
Portobello,77.52120003513733,2.8363207116600897,28.09301373731909,67.13831615395182,Supercritical CO2,60.3440889294045
Oyster,123.57447321700985,5.995764543720576,18.031901496001986,79.25985856172557,Water,86.53359882834162
Portobello,44.847330220689564,7.597641664267073,32.51766167034114,82.97886070418195,Supercritical CO2,67.28938718667092
Portobello,59.835114144372255,6.543869052341611,25.781891054720173,55.85745026411264,Water,66.86431817787036
Button,162.37708914859036,2.692222611538745,20.649448527400075,83.31718862296913,Water,68.9926753908334
Portobello,12.210326996825126,4.198461118171655,23.504563708753878,71.6118612716123,Water,45.56200182903154
Shiitake,24.536450245259573,8.054126060368574,15.751421807978147,83.78663636360898,Water,55.70828650087524
Portobello,45.34066337482464,5.98803862718815,17.55733602444835,67.25206825364059,Supercritical CO2,60.543685457193114
Portobello,14.510474658549352,1.0470665218862147,30.310935010317216,65.1616194153214,Supercritical CO2,51.589793461498445
Oyster,40.84402396526554,7.848916840252844,15.000232695107323,86.6024293006889,Water,57.11827106105747
Shiitake,109.11706536484768,1.3178021944621516,23.331316569645843,60.046770701936055,Water,56.67520715348087
Portobello,81.64217360072465,7.711604044581089,25.45020362171177,83.76849301144573,Supercritical CO2,80.22636091355209
Portobello,161.75419088308573,2.8223250414871366,16.092688400019448,69.36082290037616,Water,64.81742098256493
Button,148.96540549553495,9.622661321074421,34.461563259446656,70.56381770205039,Water,120.25319940020263
Portobello,68.10894978863891,4.31146676171876,19.52250662499344,62.33873125957936,Water,53.75341594524156
Portobello,54.10198368331972,3.942384547042712,21.083974392725615,72.92168802476063,Ethanol,61.04096102337561
Button,74.54770938843538,2.339992452992002,21.078850245100547,63.00844785104845,Water,55.40066241893763
Oyster,110.35014022751731,3.750437939411934,19.608333242346998,51.570776569666094,Ethanol,67.7535086871767
Portobello,55.570818939888966,8.889856856453804,15.029476441726228,60.87994421377424,Water,71.6300561702337
Button,116.10531433435278,9.967009038645227,29.58689588175993,50.25516173626363,Supercritical CO2,109.29211864455323
Shiitake,79.59998087251087,4.314785774561635,34.33690999598571,89.13419148227428,Ethanol,57.19769953661848
Oyster,103.84802074483665,5.037495678590883,19.485869665700903,88.6298883927899,Ethanol,74.99487423529786
Shiitake,84.14150995300383,7.498638443824634,28.26094383606845,65.8062118988922,Water,78.19339662828409
Shiitake,60.059179122126004,8.97576202418567,29.8379265391743,79.13483417358584,Water,74.14892150566862
Button,171.23706218356665,6.337399007681057,31.968507581810496,63.832243936417,Ethanol,96.21927517690494
Portobello,139.81298500715934,4.523731283600464,23.452583940272184,76.84372628343904,Supercritical CO2,85.29272029637285
Button,33.819239880296934,4.713596567637614,21.058618112808585,82.21720172183916,Supercritical CO2,63.16948354648126
Button,157.63955590264518,7.260563318471262,21.505902680460622,87.87024978768963,Water,105.72350539833702
Button,92.86330370241731,1.0289643724385082,29.252426661970254,66.00849103398687,Supercritical CO2,54.09492836709102
Button,162.07387857199555,6.576304037138566,31.33558933011272,81.33191931824192,Supercritical CO2,98.52477416856473
Oyster,145.9753935110436,4.199437093972216,18.632279355132052,60.637138025284756,Water,72.490770427472
Portobello,82.28629575976969,8.147775981493758,22.418820163155303,89.61329215174592,Supercritical CO2,86.0894059444801
Shiitake,13.819782414419958,1.8369157584081894,33.038803934983,51.03078395057405,Water,44.078795429012594
Shiitake,55.67515109544083,6.2938204025355144,31.133870393894785,74.14115226004483,Ethanol,65.10197598371674
Portobello,102.07781649234738,5.328756008975113,34.69716805524952,76.38023926605308,Water,67.56320598263558
Shiitake,117.69129737044504,6.780929733147047,30.084965193641615,77.52182228296516,Ethanol,87.1419141471426
Portobello,53.840906523644385,1.5836823503467152,22.863904020558444,54.81550315156356,Ethanol,49.27586590306723
Shiitake,33.6905325923801,6.219854086853181,26.812756679892757,87.54119133892522,Supercritical CO2,64.71099989883727
Button,151.93814025588085,6.053361291635714,28.220285084946404,57.24733116200331,Supercritical CO2,95.8810645901417
Shiitake,177.34837071960385,6.045940849745539,16.569116326342478,74.91013612959364,Supercritical CO2,102.18117924884139
Portobello,99.36733099145658,6.431388999368093,25.889939182077303,58.907043164923394,Water,76.72110749461982
Portobello,39.185478594211595,7.08821143503726,29.18641656945219,62.288656680850835,Supercritical CO2,58.75010731650104
Portobello,56.29224550829272,8.244900997126928,18.346426080021207,71.85834166912497,Ethanol,75.30747807042056
Portobello,13.126415013069344,3.428386481153929,30.612634348511143,66.68773674258306,Supercritical CO2,50.50447725211168
Portobello,165.43079711528483,8.425444691620559,26.675455610282235,56.40902403906025,Supercritical CO2,118.24924324313544
Oyster,30.017684091323993,5.484301140371082,34.04443571395189,56.83745609683393,Water,48.4383012022178
Oyster,108.0078008374231,1.6935245122089806,15.848445964137834,66.72579152651198,Water,54.57050230710384
Shiitake,56.58938751682502,1.5269583631958128,20.30652275110934,80.29131913102003,Ethanol,53.47649650927196
Portobello,104.21026042768489,4.008144868264547,27.03107758599648,85.91858587391154,Water,68.24467368239696
Shiitake,120.74146601981691,8.064072794003208,20.93119824411861,53.36510649037531,Supercritical CO2,93.81721162935328
Portobello,151.05610663022426,7.369128412668242,29.288483281424845,65.72415630237604,Water,98.67256345147989
Portobello,45.09161619930254,8.09753468205166,30.18010565043862,54.00982254891507,Ethanol,58.75699142779425
Oyster,11.869290871941681,5.655421507974484,17.05031928132949,50.663699225303915,Supercritical CO2,50.65922749199996
Oyster,33.27055711169724,4.961790981599415,25.277089284135354,76.46874730575826,Ethanol,53.27517253844465
Button,163.00316911417787,2.3270727403565554,25.177811111821118,74.09797767866351,Water,67.7090871292876
Oyster,158.5613131856276,3.953734782483804,22.38561540431082,56.52076455259545,Water,78.56226533524486
Button,111.56022736895241,4.9061742955648775,33.65849725139344,59.35251332372256,Ethanol,75.5479709684692
Button,112.08786627372108,1.797403867116555,31.550126397464425,50.94831014578074,Supercritical CO2,55.78835992847792
Button,123.05623467286343,2.985507574400901,28.944187638192737,83.39788822777615,Water,63.09946897977212
Button,39.81311736598643,6.384027646573649,29.286532714699952,88.98762384194205,Water,52.39460934531873
Button,165.45003080724317,7.620968028152708,24.234322876262382,55.41838147178763,Supercritical CO2,113.60609316361064
Shiitake,81.19098923165242,9.985127602536547,33.41989042193151,59.259008550611924,Water,86.0735481699824
Oyster,75.13354980241456,9.39801998209202,28.891908545065707,84.73638095787736,Ethanol,79.63703190938185
Button,98.21600989808238,6.783086795816724,29.579621233116328,87.05855191824739,Water,76.73779805662362
Portobello,17.984214351759356,4.791232479646649,32.2338180757469,66.78509531227242,Water,51.883594603536956
Oyster,38.2681726885335,6.725596282374094,20.48143178684382,52.02489889076296,Supercritical CO2,63.68942798919116
Oyster,135.46571479248297,8.070864562722088,31.14141807733406,51.57567334771278,Ethanol,95.57078089810801
Button,24.0757735472715,2.065025718310486,18.904812059129842,72.95799464276041,Supercritical CO2,53.75460346987142
Shiitake,112.535858609286,4.689144007266594,21.906839044897758,65.71580435572716,Water,68.52498644098975
Button,51.70934864582456,8.558220570720554,21.712209085396854,51.14609710310618,Water,60.38867035159869
Shiitake,76.18025438713602,4.4544965673973955,34.57050936778281,73.33009569250227,Supercritical CO2,70.87330542563308
Portobello,59.07793525101898,6.146850441044679,32.13074447495853,50.4521014635609,Supercritical CO2,67.31343361023247
Oyster,70.46436179904136,6.289924247759784,29.023397231805195,81.49487832597092,Supercritical CO2,75.25512907743142
Portobello,132.23780388132172,2.6602862782027543,29.541135232307802,62.257312908134864,Ethanol,59.1663059563234
Shiitake,60.51069165593975,4.260118974870595,26.24145588805142,51.61032012036928,Water,59.27605247006164
Shiitake,106.28878885047253,4.01060159867739,33.94181334217038,73.53408883932613,Supercritical CO2,70.71881384852739
Portobello,90.92856837384694,1.235770376788583,24.92517505764723,65.90737657732218,Water,50.201320625726964
Shiitake,122.82409811165019,1.217725875022197,22.61035419739789,88.95201653428597,Ethanol,54.435770679957
Portobello,169.26105568520885,8.485273393081961,18.26070673863182,71.76794650014808,Ethanol,115.05665036338804
Oyster,134.53725652574255,3.457637289755312,30.72411304522116,61.00956724148033,Ethanol,71.3101967794929
Portobello,46.53986436042865,5.662708896149339,29.688878641511828,78.377554585359,Ethanol,61.91926145632676
Oyster,15.301132960418395,3.6885301622989575,22.687100770482697,60.85968010170845,Water,44.16590174231067
Portobello,54.58488753097026,9.466113206038065,15.503868279184587,86.1697316563026,Ethanol,67.63487238553633
Shiitake,111.16324821904333,3.3336708297919637,31.779946554360215,64.98887882029506,Ethanol,61.3353622101151
Portobello,18.74238829232256,4.866911314650416,15.228359669081472,71.9947425110482,Supercritical CO2,49.59835736062723
Shiitake,94.38226202421018,8.854572254361416,29.07399559258102,52.02292415296915,Ethanol,86.84609857770842
Portobello,111.46328431587116,8.577402101126278,34.40514219452114,67.04484951808922,Supercritical CO2,99.79417947561603
Portobello,66.82146143888335,2.674912760616496,23.75322656296407,83.2945415864398,Ethanol,52.079120785770755
Button,141.05507463678973,8.223789788161394,19.699468099919056,82.22595221453368,Ethanol,100.45506055510045
Shiitake,28.121703032741205,5.123681980641034,29.097420200867635,58.97274235414105,Supercritical CO2,56.4973583321271
Button,22.77342289508749,5.346719848768197,31.342562840311704,59.04316284042251,Ethanol,54.18897618072934
Shiitake,133.79208855461258,2.201319751743494,25.92860632155695,82.69221248852946,Water,59.176322869627526
Button,94.23352375505374,1.7254136238141218,34.340705505122926,87.21593680677302,Water,49.380335260534814
Oyster,127.02840739271512,7.551453762763886,16.03337443315922,53.814436850920146,Ethanol,91.99882192428069
Portobello,83.92064756263686,5.468150371197698,25.09591196609056,68.00234557704901,Water,67.25836042286329
Shiitake,51.888345650648155,4.931656323536616,29.369078946451,63.49817115856916,Supercritical CO2,57.449768605849016
Shiitake,149.24739400461397,7.5655740578715704,32.252809422983574,84.82753821829758,Ethanol,104.66804532477357
Portobello,145.90069942472647,7.889616090919988,18.5851122381558,53.34099658720075,Ethanol,102.55525741119156
Shiitake,128.09840004525256,2.430173509024182,31.00006963527363,58.4450377023215,Supercritical CO2,64.26161355735655
Shiitake,56.26467332909366,6.492026345298772,26.054141514370905,80.09873350345977,Supercritical CO2,72.34443921302028
Button,110.3392133677448,2.2181867404991698,22.931073639799266,52.05175395924862,Supercritical CO2,61.779630261881884
Shiitake,71.36556247980455,7.762375774261411,17.63430057158187,69.70141522857156,Ethanol,71.48770876446078
Oyster,25.568952465527808,6.912596406404256,32.30591517817825,67.6842813871888,Supercritical CO2,56.70728463985424
Oyster,165.94330782858128,9.609531589751121,18.14546416359431,63.37604715954995,Supercritical CO2,124.61182303210184
Portobello,33.259167256223435,1.6206221472077906,21.195757184181986,65.78289261275695,Water,44.00890296464099
Shiitake,171.5403501495364,1.5134924903612887,20.800910639248738,71.19762347720932,Water,60.723006938045344
Portobello,85.82098140285248,3.539683672238801,32.428280683817086,56.45469433553532,Ethanol,62.83741206214626
Oyster,41.47259790256534,3.355351153623154,28.45405988417796,72.87983513134371,Water,58.124831360432836
Shiitake,102.12316105432089,3.2228091916479986,30.933627943827446,82.21729317199944,Water,62.51609726424704
Shiitake,158.4007920989894,9.15629122468933,20.00935797584998,80.40643719160636,Supercritical CO2,119.78072232203408
Portobello,134.4782306896254,3.245915798645555,27.497481992139978,56.155996187750944,Supercritical CO2,66.36370877286532
Oyster,147.11539513644647,3.447547535157679,26.434919662874975,55.96997878965895,Water,72.25139546875707
Shiitake,121.99317234082196,7.8345843617616735,31.65660753576542,60.726974709796536,Water,91.72426745798471
Portobello,127.68701596803491,5.04765858205486,33.12174120962521,64.44298905364148,Water,76.8609487563793
Oyster,154.36326076610428,7.990395012596631,15.243135429547737,66.3382232563393,Ethanol,109.82637761536091
Portobello,52.44356150606161,1.588295418079467,28.480398381175853,77.18788867333382,Ethanol,54.71586845069732
Button,93.20224381933389,5.388140743060458,16.03671598239458,52.26721728663342,Ethanol,71.2183811439864
Shiitake,47.60560510933238,1.3025224016495436,25.97717330154712,51.386908169042655,Water,41.64673705289255
Button,177.90356135943,1.5638788310981906,20.752654580873564,65.67642251775636,Water,61.24726792462792
Oyster,170.49008774672424,9.157937080099698,21.135531990442825,77.88654768551922,Ethanol,129.8387524515088
Button,16.702557932646002,2.2532083400583565,22.05917006904713,57.737413718259305,Ethanol,45.408301330656435
Button,129.94777932766704,5.791786140476954,27.425848980992203,75.66017925025007,Water,86.17616956037182
Oyster,167.2922139606632,4.699860423406359,21.680999313375384,60.39312551761198,Supercritical CO2,86.53704831279221
Portobello,40.6978086716467,4.126089936329584,29.65398101180561,85.44344435254065,Ethanol,59.490968430312144
Button,106.55068919394701,9.098500111185452,23.09054771147739,85.82759777066465,Water,89.068453357566
Portobello,165.6330105899671,1.1964105709794055,16.367064006199172,61.89148817125306,Water,53.494599513088936
Button,15.770816359585803,6.9741071755803015,30.675196849682145,59.199750158529625,Supercritical CO2,50.30179462420376
Portobello,128.5614454319628,9.670549907921954,20.71516649185412,66.45215888264926,Water,109.29017749007673
Oyster,60.549331253333634,6.041513651156578,23.65533759198525,59.621263407205944,Water,59.57023735999422
Button,167.14735321401017,9.431402158297827,28.70887766443803,76.89535373166814,Ethanol,124.68379396613777
Oyster,175.07990167811252,1.470320913574214,21.64912314297424,83.04258738193141,Ethanol,60.20110962615587
Button,170.52530314928376,4.769139871667452,16.13171312293431,76.92368523644868,Supercritical CO2,94.76607750843075
Oyster,90.61641683176884,3.3414201186584602,22.47842094025627,82.97401788997398,Supercritical CO2,62.90524233968246
Oyster,156.5472506681833,7.577388684826568,33.88897165388607,65.87968648829897,Water,99.26261430536505
Button,153.57339775096196,9.83167381447522,27.83468794597116,56.25267882835443,Ethanol,123.48407536382587
Button,64.24708045135345,3.30877056199823,28.42958297334414,79.51803789590369,Supercritical CO2,61.70265527674385
Button,150.91563060561515,6.88757141326667,27.645643072752797,64.41898020566215,Supercritical CO2,106.18006340184168
Shiitake,16.291297901633747,2.7828786948376614,18.979842779188736,76.8508330091653,Supercritical CO2,49.55676709560749
Portobello,111.36587934194901,6.087972291144489,23.3666772820456,60.82575767927062,Water,80.03405303133451
Shiitake,49.10150233890952,5.175392380195026,30.018795967266364,53.24918539226691,Ethanol,54.17896680283765
Shiitake,30.4963705821374,9.748047966683833,17.027457951063184,89.70327181951053,Supercritical CO2,59.099191470155304
Oyster,23.082044276965554,6.476745454268199,20.557055521794247,56.248060317223974,Ethanol,54.22584913885847
Button,128.36909189928377,4.145557348781369,20.526382169317074,89.53683975853924,Supercritical CO2,76.29546451214794
Portobello,67.77874384057125,2.0268620639914,23.64037855189012,89.09119730265789,Supercritical CO2,59.191056920431
Oyster,133.21035115988946,2.361221458614411,34.6073748188437,81.75272415632159,Ethanol,59.588825470959
Shiitake,21.110577935820203,3.0278523695611157,16.35005093367644,76.3769184832799,Ethanol,49.80533381855774
Button,63.59935743120376,3.258699952062682,25.3740198876119,73.11228201004339,Ethanol,58.927528349643346
Oyster,101.71351970380732,8.65554452057024,18.58729364024421,84.64406181511339,Water,93.00756527572587
Button,144.4229380226238,6.051005094542724,34.413530908194886,61.57758086477952,Supercritical CO2,89.10914315507756
Oyster,64.18792549845188,5.710518202369298,17.266070094549285,68.70724849939508,Water,60.69675895827316
Button,116.40153399429154,2.0329198468229572,23.072020047231824,74.77559877466007,Ethanol,59.753957290269256
Shiitake,160.61621720015182,8.741257240144915,29.75769969669212,66.44761903477965,Supercritical CO2,120.70753828512728
